"Name","BuildingLevel","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ExportNameLocked","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","CapitalHallLevel","Width","Height","Icon","ExportNameBuildAnim","ExportNameUpgradeAnim","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredSourElixir","MaxStoredCommonOre","MaxStoredRareOre","MaxStoredEpicOre","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","Blacksmith","ArmySlotType","HousingSpace","HousingSpaceAlt","HousingSpaceSiege","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnitType","ProducesUnitsOfType","LevelRequirementTID","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","DPS","AltDPS","Damage","DamageMulti","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainAttackDistance","ChainAttackMaxTargets","ChainAttackDelay","ChainAttackDamageReductionPercent","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamagedSWF","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","MultiTargets","NumMultiTargets","MultiHitsTarget","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","PushBack","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","AnimateTurret","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","DPSMulti","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID","StartUpgradeBoosterCost","ActivateCombatOnDamageTaken","ActivatedCombatAddBuildingClass","CombatActivationDelay","CombatActivationEffect","Weapon","HintPriority","UpgradeTasks","UpgradeTasksRequired","AnimationActionFrame","SpellOnNearbyDamage","DamagePermilHp","ProjectileVariantByTargetMaxHP","DefaultProjectileVariant","PreviewScenario","AltPreviewScenario","CustomTargetHitBuildingInRange","UnlockWeaponMode","Stage","SecondaryTroop","SecondaryTroopCnt","SecondaryTroopLvl","HealthRecoveryPercent","MergeRequirement","ProjectileBounces"
,8,,,,,,,"GuardPost_lvl8",,,,8,0,0,0,,3200000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"GuardPost_lvl9",,,,10,0,0,0,,4100000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"GuardPost_lvl10",,,,12,0,0,0,,5100000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mega Tesla",1,"TID_BUILDING_MEGA_TESLA","TID_MEGA_TESLA_INFO","Defense",,,"sc/buildings2.sc","mega_tesla_lvl1",,"tower_turret_const",,2,0,0,0,"Gold2",3000000,8,8,3,3,,"tower_turret_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,1,750,,,,4000,,,,,380,,,,,"Building Destroyed",,"MegaTesla Attack_1",,300,2,128,40,"MegaTesla Attack_1_chain","Mega Tesla Hit",,,,"destroyedBuilding_3l_base_rock",2,2,,"defense_tower_turret_base","TRUE","TRUE",,,,,,,,,,,,,,,,,"Tesla Pickup","Tesla Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,"Defense2",,,,,,,,,,
,2,,,,,,,"mega_tesla_lvl2",,,,3,0,0,0,,3100000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,,,,418,,,,,,,"MegaTesla Attack_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"mega_tesla_lvl3",,,,4,0,0,0,,3200000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,460,,,,,,,"MegaTesla Attack_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"mega_tesla_lvl4",,,,5,0,0,0,,3300000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,506,,,,,,,"MegaTesla Attack_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"mega_tesla_lvl5",,,,6,0,0,0,,3400000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,556,,,,,,,"MegaTesla Attack_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"mega_tesla_lvl6",,,,7,0,0,0,,3600000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,612,,,,,,,"MegaTesla Attack_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"mega_tesla_lvl7",,,,8,0,0,0,,3800000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,,,,,,,,,,,673,,,,,,,"MegaTesla Attack_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"mega_tesla_lvl8",,,,10,0,0,0,,4000000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,741,,,,,,,"MegaTesla Attack_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"mega_tesla_lvl9",,,,11,0,0,0,,4800000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,,,,,,,,,,,816,,,,,,,"MegaTesla Attack_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"mega_tesla_lvl10",,,,12,0,0,0,,5800000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,,,,,,,896,,,,,,,"MegaTesla Attack_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Altar Warmachine",1,"TID_WARMACHINE","TID_WARMACHINE_INFO","Army",,,"sc/buildings.sc","heroaltar_warmachine_lvl1",,"air_mortar_const","heroaltar_warmachine_broken",0,12,0,0,"Elixir2",900000,5,5,3,3,,"heroaltar_barbarian_king_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TID_REQUIRED_BUILDERS_HALL_LEVEL",,,250,1,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,,,,,"destroyedBuilding_3m_pit_rock",2,2,,"heroaltar_base",,,,,,,,,,,,,,,,,,,"Hero Altar Pickup","Hero Altar Place",,,,,,,"TRUE",1,,,,,,,,,"TRUE","Warmachine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,1,,,,,,
"Air Defense2",1,"TID_BUILDING_AIR_DEFENSE2","TID_AIR_DEFENSE2_INFO","Defense",,,"sc/buildings2.sc","airDefence_factory_lvl1",,"air_mortar_const",,0,6,0,0,"Gold2",300000,4,4,3,3,,"tower_turret_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1,750,,,,3000,,,,,270,,,,,"Building Destroyed",,"Air Defence Barrel Attack",,,,,,,"Air Defense Barrel Hit","AirDefenceBalloon_1",,,"destroyedBuilding_3m_pit_rock",2,2,,"airDefence_factory_lvl1","TRUE","FALSE",,,,,,,,,,,150,50,,,,,"Air Defence Pickup","Air Defence Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,"AirDefense2",,,,,,,,,,
,2,,,,,,,"airDefence_factory_lvl2",,,,0,12,0,0,,320000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,297,,,,,,,"Air Defence Barrel Attack",,,,,,,"Air Defense Barrel Hit","AirDefenceBalloon_2",,,,,,,"airDefence_factory_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"airDefence_factory_lvl3",,,,1,0,0,0,,340000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,327,,,,,,,"Air Defence Barrel Attack",,,,,,,"Air Defense Barrel Hit","AirDefenceBalloon_3",,,,,,,"airDefence_factory_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"airDefence_factory_lvl4",,,,2,0,0,0,,360000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,,,,,,,359,,,,,,,"Air Defence Barrel Attack",,,,,,,"Air Defense Barrel Hit","AirDefenceBalloon_3",,,,,,,"airDefence_factory_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"airDefence_factory_lvl5",,,,3,0,0,0,,1200000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,395,,,,,,,"Air Defence Barrel Attack",,,,,,,"Air Defense Barrel Hit","AirDefenceBalloon_3",,,,,,,"airDefence_factory_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"airDefence_factory_lvl6",,,,5,0,0,0,,1500000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,,,,,,,,,,,435,,,,,,,"Air Defence Barrel Attack",,,,,,,"Air Defense Barrel Hit","AirDefenceBalloon_3",,,,,,,"airDefence_factory_lvl6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"airDefence_factory_lvl7",,,,7,0,0,0,,2400000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,478,,,,,,,"Air Defence Barrel Attack",,,,,,,"Air Defense Barrel Hit","AirDefenceBalloon_3",,,,,,,"airDefence_factory_lvl7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"airDefence_factory_lvl8",,,,8,0,0,0,,3400000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,,,,,,,,,,,526,,,,,,,"Air Defence Barrel Attack",,,,,,,"Air Defense Barrel Hit","AirDefenceBalloon_4",,,,,,,"airDefence_factory_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"airDefence_factory_lvl9",,,,10,0,0,0,,4400000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,579,,,,,,,"Air Defence Barrel Attack",,,,,,,"Air Defense Barrel Hit","AirDefenceBalloon_4",,,,,,,"airDefence_factory_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"airDefence_factory_lvl10",,,,12,0,0,0,,5400000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,,,,,,,,,,,637,,,,,,,"Air Defence Barrel Attack",,,,,,,"Air Defense Barrel Hit","AirDefenceBalloon_4",,,,,,,"airDefence_factory_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crusher",1,"TID_BUILDING_CRUSHER","TID_BUILDING_CRUSHER_INFO","Defense",,,"sc/buildings2.sc","Crusher_lvl1",,"darkelixir_storage_const",,0,2,0,0,"Gold2",120000,3,3,3,3,,"tower_turret_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1,230,,,,3500,,2200,,,440,,,,,"Building Destroyed",,"CrusherAttack",,,,,,,"Generic Hit",,,,"destroyedBuilding_3m_base_rock",2,2,,"basic_cannon_lvl1_base","FALSE","TRUE",,,,,,,,,,,280,50,,,,,"Basic Turret Pickup","Basic Turret Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,150,,,,,,,,"Crusher",,,,,,,,,,
,2,,,,,,,"Crusher_lvl2",,,,0,5,0,0,,180000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,484,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"Crusher_lvl3",,,,0,12,0,0,,220000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,532,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"Crusher_lvl4",,,,1,0,0,0,,350000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,,,,,,,,,,586,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"Crusher_lvl5",,,,2,0,0,0,,1200000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,644,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,"Crusher_lvl6",,,,4,0,0,0,,1500000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,,,,,,,,,,,709,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,"Crusher_lvl7",,,,6,0,0,0,,2400000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,779,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,"Crusher_lvl8",,,,8,0,0,0,,3400000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,,,,,,,,,,,857,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,"Crusher_lvl9",,,,10,0,0,0,,4400000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,943,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,"Crusher_lvl10",,,,12,0,0,0,,5400000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,,,,,,,,,,,1037,,,,,,,"CrusherAttack",,,,,,,"Generic Hit",,,,,,,,"basic_cannon_lvl1_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flamer",1,"TID_BUILDING_FLAMER","TID_FLAMER_INFO","Defense",,,"sc/buildings2.sc","Flamer_lvl1",,"darkelixir_storage_const",,1,0,0,0,"Gold2",1000000,6,6,3,3,,"tower_turret_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,1,700,,,,1800,,1500,,,15,,,,"TRUE","Building Destroyed",,"Flamer_attack",,,,,,,"Flamer_hit1-3","Flamer_projectile1-3",,,"destroyedBuilding_3l_round_pit_rock",2,2,,"shadow_flamer_lvl1","TRUE","TRUE",,,,,,,,,,,120,,,,,,"Double Cannon Pickup","Double Cannon Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,140,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,"Defense2",,,,,,,,,,
,2,,,,,,,"Flamer_lvl2",,,,2,0,0,0,,1200000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,17,,,,,,,"Flamer_attack",,,,,,,"Flamer_hit1-3","Flamer_projectile1-3",,,,,,,"shadow_flamer_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,"Flamer_lvl3",,,,3,0,0,0,,1400000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,19,,,,,,,"Flamer_attack",,,,,,,"Flamer_hit1-3","Flamer_projectile1-3",,,,,,,"shadow_flamer_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,"Flamer_lvl4",,,,4,0,0,0,,1500000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,21,,,,,,,"Flamer_attack",,,,,,,"Flamer_hit4-6","Flamer_projectile4-6",,,,,,,"shadow_flamer_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,"Flamer_lvl5",,,,5,0,0,0,,1600000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,,,,23,,,,,,,"Flamer_attack",,,,,,,"Flamer_hit4-6","Flamer_projectile4-6",,,,,,,"shadow_flamer_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
